rank,gk_sp_id,player_name,season_id,season_name,grade,matches,saves,goals,save_pct
1902,300210385,후이 실바,300,25 LIVE (25 LIVE),13,412,871,1161,0.4286
1903,300240225,M. 사포노프,300,25 LIVE (25 LIVE),13,1387,2791,3721,0.4286
1904,300227127,알렉스 레미로,300,25 LIVE (25 LIVE),13,274,513,684,0.4286
1905,300194404,네투,300,25 LIVE (25 LIVE),8,4139,8645,11531,0.4285
1906,300202811,에미 마르티네스,300,25 LIVE (25 LIVE),8,2075,4528,6049,0.4281
1907,300263887,J. 우르비히,300,25 LIVE (25 LIVE),13,6701,13522,18067,0.4281
1908,300210385,후이 실바,300,25 LIVE (25 LIVE),11,221,449,600,0.4280
1909,300223885,알렉산더 뉘벨,300,25 LIVE (25 LIVE),8,1231,2530,3381,0.4280
1910,251186153,보이치에흐 슈체스니,251,EBS (European Best Stars),9,1810,3741,5001,0.4279
1911,260186569,스벤 울라이히,260,21 UCL (21 UEFA Champions League),8,753,1551,2075,0.4277
1912,323186153,보이치에흐 슈체스니,323,23 LIVE (23 LIVE),8,2522,5307,7104,0.4276
1913,284146748,디에고 로페스,284,RTN (Returnees),9,217,495,663,0.4275
1914,201192119,티보 쿠르투아,201,NHD (National Hero Debut),8,745,1549,2076,0.4273
1915,322001179,잔루이지 부폰,322,22 LIVE (22 LIVE),8,592,1296,1737,0.4273
1916,300240225,M. 사포노프,300,25 LIVE (25 LIVE),9,246,505,677,0.4272
1917,206203841,닉 포프,206,TB (Tournament Best),10,352,680,912,0.4271
1918,201048940,페트르 체흐,201,NHD (National Hero Debut),8,478,1011,1357,0.4269
1919,283190778,예룬 주트,283,HG (Home Grown),8,211,438,588,0.4269
1920,221192119,티보 쿠르투아,221,19 UCL (19 UEFA Champions League),8,727,1519,2040,0.4268
1921,322193080,데헤아,322,22 LIVE (22 LIVE),8,276,574,771,0.4268
1922,300233189,D. 바스케스,300,25 LIVE (25 LIVE),13,435,851,1145,0.4264
1923,206230621,잔루이지 돈나룸마,206,TB (Tournament Best),8,5378,11081,14914,0.4263
1924,207193080,데헤아,207,TT (Top Transfer),8,449,911,1227,0.4261
1925,300193105,알퐁스 아레올라,300,25 LIVE (25 LIVE),8,3344,6792,9156,0.4259
1926,201051539,에드윈 반데르사르,201,NHD (National Hero Debut),10,313,608,820,0.4258
1927,225203237,유상훈,225,TKL (TEAM K LEAGUE),8,349,692,935,0.4253
1928,251186153,보이치에흐 슈체스니,251,EBS (European Best Stars),8,6186,12476,16860,0.4253
1929,300186153,보이치에흐 슈체스니,300,25 LIVE (25 LIVE),10,483,1030,1393,0.4251
1930,300186569,스벤 울라이히,300,25 LIVE (25 LIVE),12,328,605,819,0.4249
1931,201048940,페트르 체흐,201,NHD (National Hero Debut),10,228,449,608,0.4248
1932,300230621,잔루이지 돈나룸마,300,25 LIVE (25 LIVE),9,463,956,1295,0.4247
1933,300216065,M. 스포르티엘로,300,25 LIVE (25 LIVE),13,869,1836,2490,0.4244
1934,300260978,J. 솅크,300,25 LIVE (25 LIVE),13,221,434,589,0.4242
1935,300203841,닉 포프,300,25 LIVE (25 LIVE),11,495,1030,1398,0.4242
1936,295251164,최민수,295,19 KFA (19 KFA),8,237,464,630,0.4241
1937,300234642,에두아르 멘디,300,25 LIVE (25 LIVE),12,795,1575,2139,0.4241
1938,300251752,뤼카 슈발리에,300,25 LIVE (25 LIVE),8,388,807,1096,0.4241
1939,503230621,잔루이지 돈나룸마,503,19 PLS (19 Premium Live Spring),8,869,1814,2464,0.4240
1940,298212432,조현우,298,18 KFA (18 KFA),11,225,465,632,0.4239
1941,206215316,헤로니모 룰리,206,TB (Tournament Best),8,450,918,1248,0.4238
1942,300228789,로베르트 산체스,300,25 LIVE (25 LIVE),12,1160,2370,3230,0.4232
1943,501215698,마이크 메냥,501,18 PLS (18 Premium Live Spring),8,782,1481,2021,0.4229
1944,300210257,에데르송,300,25 LIVE (25 LIVE),9,265,566,773,0.4227
1945,300192119,티보 쿠르투아,300,25 LIVE (25 LIVE),9,2357,4673,6383,0.4227
1946,300204092,J. 블라스비히,300,25 LIVE (25 LIVE),8,573,1108,1515,0.4224
1947,260243952,안드리 루닌,260,21 UCL (21 UEFA Champions League),8,1599,3244,4441,0.4221
1948,300228789,로베르트 산체스,300,25 LIVE (25 LIVE),8,2248,4570,6259,0.4220
1949,206164835,우카시 파비안스키,206,TB (Tournament Best),8,367,751,1029,0.4219
1950,300233164,A. 무리치,300,25 LIVE (25 LIVE),13,522,1098,1506,0.4217
1951,300212831,알리송,300,25 LIVE (25 LIVE),10,465,896,1229,0.4216
1952,300228789,로베르트 산체스,300,25 LIVE (25 LIVE),11,1964,3929,5397,0.4213
1953,206215316,헤로니모 룰리,206,TB (Tournament Best),9,224,471,647,0.4213
1954,206203042,잭 버틀런드,206,TB (Tournament Best),8,431,879,1208,0.4212
1955,300200110,마르코 비조트,300,25 LIVE (25 LIVE),11,220,446,613,0.4212
1956,300242948,M. 코바르시,300,25 LIVE (25 LIVE),11,255,532,733,0.4206
1957,300263887,J. 우르비히,300,25 LIVE (25 LIVE),10,244,492,678,0.4205
1958,201051539,에드윈 반데르사르,201,NHD (National Hero Debut),9,1019,2156,2976,0.4201
1959,300252154,M. 카르네세키,300,25 LIVE (25 LIVE),8,384,731,1012,0.4194
1960,300243311,주제프 마르티네스,300,25 LIVE (25 LIVE),11,311,666,923,0.4191
1961,300215316,헤로니모 룰리,300,25 LIVE (25 LIVE),11,524,1001,1388,0.4190
1962,318172723,아스미르 베고비치,318,18 LIVE (18 LIVE),8,707,1469,2038,0.4189
1963,300223885,알렉산더 뉘벨,300,25 LIVE (25 LIVE),11,607,1192,1655,0.4187
1964,300234642,에두아르 멘디,300,25 LIVE (25 LIVE),8,587,1156,1606,0.4185
1965,201167948,위고 요리스,201,NHD (National Hero Debut),8,202,421,585,0.4185
1966,300192563,베른트 레노,300,25 LIVE (25 LIVE),9,205,373,519,0.4182
1967,300230621,잔루이지 돈나룸마,300,25 LIVE (25 LIVE),8,11381,22824,31760,0.4181
1968,300240225,M. 사포노프,300,25 LIVE (25 LIVE),11,2083,4134,5753,0.4181
1969,300186153,보이치에흐 슈체스니,300,25 LIVE (25 LIVE),9,220,454,632,0.4180
1970,300203004,양한빈,300,25 LIVE (25 LIVE),11,280,584,813,0.4180
1971,300230670,루카스 페리,300,25 LIVE (25 LIVE),13,808,1656,2311,0.4174
1972,300204883,브라이스 삼바,300,25 LIVE (25 LIVE),8,270,542,758,0.4169
1973,300206585,케파,300,25 LIVE (25 LIVE),8,4608,9368,13111,0.4167
1974,300254803,S. 라먼스,300,25 LIVE (25 LIVE),8,576,1122,1575,0.4160
1975,300167495,마누엘 노이어,300,25 LIVE (25 LIVE),9,864,1761,2474,0.4158
1976,300238186,마르친 부우카,300,25 LIVE (25 LIVE),11,500,990,1391,0.4158
1977,300238186,마르친 부우카,300,25 LIVE (25 LIVE),8,267,518,728,0.4157
1978,300211738,마르크 플레컨,300,25 LIVE (25 LIVE),8,601,1318,1853,0.4156
1979,300167495,마누엘 노이어,300,25 LIVE (25 LIVE),8,12878,25926,36456,0.4156
1980,300266323,김준홍,300,25 LIVE (25 LIVE),12,333,581,817,0.4156
1981,206173373,세르히오 로메로,206,TB (Tournament Best),12,357,724,1019,0.4154
1982,300199987,야스퍼르 실러선,300,25 LIVE (25 LIVE),9,215,385,542,0.4153
1983,300210385,후이 실바,300,25 LIVE (25 LIVE),8,410,839,1182,0.4151
1984,506215698,마이크 메냥,506,20 PLA (20 Premium Live),8,258,565,796,0.4151
1985,300234642,에두아르 멘디,300,25 LIVE (25 LIVE),13,1583,3257,4591,0.4150
1986,300186569,스벤 울라이히,300,25 LIVE (25 LIVE),13,1102,2120,2990,0.4149
1987,300240091,G. 비카리오,300,25 LIVE (25 LIVE),8,1207,2531,3570,0.4149
1988,260243952,안드리 루닌,260,21 UCL (21 UEFA Champions League),9,233,475,670,0.4148
1989,300211738,마르크 플레컨,300,25 LIVE (25 LIVE),12,270,554,782,0.4147
1990,300190941,L. 흐라데츠키,300,25 LIVE (25 LIVE),8,1391,2708,3824,0.4146
1991,300238186,마르친 부우카,300,25 LIVE (25 LIVE),12,568,1084,1531,0.4145
1992,300073562,벤투 ,300,25 LIVE (25 LIVE),8,452,895,1266,0.4142
1993,260213951,에우통 레이치,260,21 UCL (21 UEFA Champions League),8,1539,3083,4369,0.4137
1994,501230621,잔루이지 돈나룸마,501,18 PLS (18 Premium Live Spring),8,1202,2363,3355,0.4133
1995,206173373,세르히오 로메로,206,TB (Tournament Best),8,264,525,746,0.4131
1996,300243311,주제프 마르티네스,300,25 LIVE (25 LIVE),13,1708,3370,4802,0.4124
1997,201192119,티보 쿠르투아,201,NHD (National Hero Debut),10,438,873,1247,0.4118
1998,206203775,로리스 카리우스,206,TB (Tournament Best),8,577,1168,1669,0.4117
1999,502203841,닉 포프,502,19 PLA (19 Premium Live Autumn),8,231,437,625,0.4115
2000,300193105,알퐁스 아레올라,300,25 LIVE (25 LIVE),9,408,826,1183,0.4111
2001,216168435,살바토레 시리구,216,HOT (Heroes Of the Team),8,390,777,1113,0.4111
2002,300234748,구성윤,300,25 LIVE (25 LIVE),13,542,1004,1440,0.4108
2003,324208104,마테우스,324,24 LIVE (24 LIVE),13,307,596,855,0.4108
2004,206203042,잭 버틀런드,206,TB (Tournament Best),12,361,712,1022,0.4106
2005,300167948,위고 요리스,300,25 LIVE (25 LIVE),11,289,602,867,0.4098
2006,300242656,I. 메슬리에,300,25 LIVE (25 LIVE),13,449,882,1276,0.4087
2007,300230670,루카스 페리,300,25 LIVE (25 LIVE),8,292,558,809,0.4082
2008,300243311,주제프 마르티네스,300,25 LIVE (25 LIVE),8,362,719,1045,0.4076
2009,206048940,페트르 체흐,206,TB (Tournament Best),9,221,420,611,0.4074
2010,300243952,안드리 루닌,300,25 LIVE (25 LIVE),8,1703,3372,4919,0.4067
2011,300228789,로베르트 산체스,300,25 LIVE (25 LIVE),9,789,1531,2237,0.4063
2012,206188943,케빈 트라프,206,TB (Tournament Best),8,274,533,779,0.4062
2013,300192563,베른트 레노,300,25 LIVE (25 LIVE),11,203,414,606,0.4059
2014,300240225,M. 사포노프,300,25 LIVE (25 LIVE),10,436,801,1175,0.4054
2015,300228279,요엘 드롬멀,300,25 LIVE (25 LIVE),13,209,370,544,0.4048
2016,300252154,M. 카르네세키,300,25 LIVE (25 LIVE),11,997,1894,2792,0.4042
2017,300234642,에두아르 멘디,300,25 LIVE (25 LIVE),9,223,463,685,0.4033
2018,300230670,루카스 페리,300,25 LIVE (25 LIVE),12,208,421,623,0.4033
2019,300263887,J. 우르비히,300,25 LIVE (25 LIVE),12,346,635,944,0.4022
2020,300234642,에두아르 멘디,300,25 LIVE (25 LIVE),11,781,1490,2223,0.4013
2021,300263063,J. 트래포드,300,25 LIVE (25 LIVE),12,707,1301,1944,0.4009
2022,300190941,L. 흐라데츠키,300,25 LIVE (25 LIVE),9,200,361,540,0.4007
2023,300255981,Z. 스즈키,300,25 LIVE (25 LIVE),13,492,949,1421,0.4004
2024,322146748,디에고 로페스,322,22 LIVE (22 LIVE),8,428,768,1150,0.4004
2025,300185122,페테르 굴라치,300,25 LIVE (25 LIVE),9,223,400,599,0.4004
2026,217203042,잭 버틀런드,217,COC (Competitor Of Continents),8,425,697,1067,0.3951
2027,260226753,앙드레 오나나,260,21 UCL (21 UEFA Champions League),9,205,398,610,0.3948
2028,300263887,J. 우르비히,300,25 LIVE (25 LIVE),8,356,611,948,0.3919
2029,300214979,후안 무소,300,25 LIVE (25 LIVE),8,248,482,753,0.3903
2030,221157804,스콧 카슨,221,19 UCL (19 UEFA Champions League),8,276,500,794,0.3864
2031,300225116,알렉스 메레트,300,25 LIVE (25 LIVE),8,302,542,864,0.3855
2032,300259532,주안 가르시아,300,25 LIVE (25 LIVE),10,296,523,873,0.3746
